id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident
269476,6999,08NJ,90,90,ASPH,0,0,H1
345571,345570,08NR,1400,40,Turf,0,0,2
247873,7000,08NY,550,60,TURF,0,0,1
247874,7000,08NY,500,40,TURF,0,0,10
251440,7001,08OH,3000,50,TURF,0,0,E
248523,7002,08OK,1800,50,TURF,1,0,8
327862,327859,08OL,1029,40,Turf,0,0,18
255790,7003,08OR,2800,20,GRVL,0,0,18
269477,7004,08PA,200,150,TURF,0,0,H1
269478,7005,08PN,50,50,ASPH,0,0,H1
255617,7006,08R,2129,30,ASPH-P,1,0,11
345366,345365,08SD,42,42,CON,0,0,H1
269479,7007,08TA,200,100,TURF,0,0,H1
241351,7008,08TE,3100,50,ASPH,0,0,16
343407,343404,08TT,2015,75,CON,0,0,4
257722,7010,08TX,2100,30,TURF,1,0,9
257723,7010,08TX,1800,100,TURF,0,0,18
249615,7011,08U,3600,50,DIRT-F,0,0,1
248952,7012,08VA,1800,50,TURF,0,0,9
269480,7013,08WA,100,100,CONC,0,0,H1
251207,7015,08XS,2350,100,TURF,0,0,3
329059,329058,09AA,22,24,Deck,0,0,H1
264097,45270,09AK,1300,60,TURF,0,0,6
265133,7016,09AR,135,100,ASPH,0,0,H1
246691,7017,09AZ,2350,80,DIRT,0,0,6
265134,7018,09CA,65,65,ASPH,1,0,H1
241029,7019,09CL,3000,50,ASPH-F,0,0,1
269481,45317,09CN,50,50,CONC,1,0,H2
256087,7020,09CO,3250,65,TURF,0,0,9
240175,7021,09FA,4800,50,ASPH-E,1,0,18
252936,7022,09FD,2649,100,TURF,0,0,18
250951,7023,09FL,3000,150,TURF,0,0,9
256213,7024,09GA,2400,70,TURF,0,0,9
253584,7025,09I,5000,1000,WATER,0,0,5
253585,7025,09I,5000,1000,WATER,0,0,8
255318,7026,09IA,2700,80,ASPH-TURF,0,0,9
248783,7027,09ID,2300,100,TURF,0,0,9
253215,7028,09II,1600,100,TURF,0,0,E
265135,7029,09IL,40,40,CONC,0,0,H1
249554,7030,09IN,2200,70,TURF,1,0,9
249555,7030,09IN,2200,50,TURF,0,0,18
265136,7031,09IS,39,31,CONC,0,0,H1
255422,7032,09KS,2500,60,TURF,0,0,17
265137,7033,09KY,50,50,CONC,0,0,H1
265138,7034,09LA,50,50,CONC,0,0,H1
248621,7035,09LL,2300,80,TURF,0,0,17
265139,7036,09LS,40,40,CONC,1,0,H1
254362,7037,09MA,1700,50,TURF,0,0,9
254363,7037,09MA,2000,100,TURF,0,0,15
251828,7038,09ME,2000,100,TURF,0,0,4
265140,7039,09MI,40,40,CONC,0,0,H1
256564,7041,09MO,1320,50,TURF,0,0,E
252352,7042,09N,1863,75,TURF-F,0,0,2
254270,7043,09NC,2400,80,TURF,0,0,16
247511,7044,09NE,2500,50,TURF,0,0,18
269482,7045,09NJ,100,100,TURF,0,0,H1
324844,324843,09NR,1800,35,Turf,0,0,9
324845,324843,09NR,24,24,CON,0,0,H1
324846,324843,09NR,24,24,CON,0,0,H2
269483,7046,09NY,100,100,ASPH,0,0,H1
249387,7047,09OK,2500,50,TURF,0,0,1
269484,7048,09OR,50,50,TURF,0,0,H1
247110,7049,09PA,2300,200,TURF,0,0,6
253546,7051,09S,1765,150,TURF-P,0,0,16
246461,14580,09TA,2400,40,TURF-P,0,0,17
253777,7052,09TE,2815,45,TURF-F,0,0,16
269485,7053,09TN,80,80,CONC,0,0,H1
244478,7054,09TS,4200,42,ASPH,0,0,9
258106,7055,09TX,2340,120,TURF,0,0,10
258107,7055,09TX,1220,120,TURF,0,0,14
258108,7055,09TX,5200,120,TURF,0,0,E
255807,7056,09VA,1100,50,TURF,0,0,5
269486,7057,09VG,96,60,CONC,1,0,H1
265141,7058,09W,60,60,ASPH-G,0,0,H1
269487,7059,09WA,60,60,CONC,0,0,H1
248295,7060,09WI,2500,100,TURF,0,0,N
269488,7061,09XS,90,90,CONC,0,0,H1
256247,7062,09Y,8000,500,WATER,0,0,17
325324,325323,0AA7,2539,100,Turf,0,0,18
247079,7063,0AK,2541,55,GRVL-F,1,0,7
251693,7064,0AK0,1050,70,TURF-G,0,0,8
255835,7065,0AK1,3000,2000,WATER,0,0,06W
255836,7065,0AK1,2200,50,GRAVEL,0,0,8
264070,45273,0AK2,1000,150,TURF-DIRT,0,0,3
248626,7066,0AK3,900,100,TURF,0,0,14
255362,7067,0AK5,1550,120,TURF,0,0,2
253702,7068,0AK6,1700,60,DIRT,0,0,11
252197,7069,0AK7,2400,75,GRVL,1,0,6
325125,7070,0AK8,150,150,GVL,0,0,H1
253648,7071,0AK9,2000,30,GRVL,0,0,17
265142,7072,0AL0,90,90,ASPH,0,0,H1
257351,7073,0AL1,2640,70,TURF,0,0,17
265143,7074,0AL2,24,21,CONC,0,0,H1
265144,7075,0AL3,24,24,CONC,0,0,H1
265145,7076,0AL4,30,30,CONC,0,0,H1
251222,7077,0AL5,2200,100,TURF,0,0,15
265146,7078,0AL6,49,49,ASPH,0,0,H1
265147,7079,0AL7,30,30,CONC,0,0,H1
265148,7080,0AL8,55,55,ASPH,0,0,H1
248305,7081,0AL9,2200,50,TURF,0,0,9
265149,7082,0AR0,60,60,ASPH,1,0,H1
254331,7084,0AR2,2800,60,TURF-GRVL,0,0,18
249878,7085,0AR3,2000,50,TURF,0,0,E
265150,7086,0AR4,11,11,ASPH,0,0,H1
265151,7087,0AR5,42,42,CONC,0,0,H1
265152,7088,0AR6,20,20,CONC,0,0,H1
251481,7089,0AR7,2200,50,TURF,0,0,18
265153,7090,0AR8,30,30,CONC,0,0,H1
265154,7091,0AR9,10,10,ASPH,0,0,H1
265155,7092,0AZ0,40,40,MATS,1,0,H1
255109,7093,0AZ1,2000,40,DIRT,0,0,3
255110,7093,0AZ1,3250,50,DIRT,0,0,14
255111,7093,0AZ1,2500,75,DIRT,0,0,16
240292,7094,0AZ2,1500,100,GRVL,0,0,12
240293,7094,0AZ2,3500,100,ASPH,0,0,17
248438,7095,0AZ4,2900,130,TURF,0,0,1
253973,7096,0AZ5,1400,60,ASPH-DIRT,0,0,17
265156,7097,0AZ6,40,45,CONC,0,0,H1
265157,7097,0AZ6,40,45,CONC,0,0,H2
265158,7097,0AZ6,40,45,CONC,0,0,H3
265159,7098,0AZ7,50,50,CONC,0,0,H1
255100,7099,0B2,1730,30,TURF-F,0,0,1
254852,7100,0B7,2575,30,ASPH-E,0,0,4
257597,7101,0C1,2375,35,ASPH-TRTD-P,1,0,2
255168,7102,0C2,2640,100,TURF-G,0,0,9
248990,7103,0C5,3800,100,TURF-G,1,0,18
257174,7104,0C7,3980,200,TURF-G,1,0,18
246710,7105,0C8,2831,180,TURF-G,1,0,18
265160,7107,0CA0,86,86,CONC,1,0,H1
312186,7108,0CA1,2482,30,asphalt,0,1,8
265161,7109,0CA2,45,45,CONC,1,0,H1
252332,7110,0CA3,2100,20,ASPH,0,0,10
255357,7111,0CA4,3600,50,TREATED,0,0,6
250486,7112,0CA5,1400,30,ASPH,0,0,11
249639,7113,0CA6,2400,40,ASPH,0,0,4
265162,7114,0CA7,85,85,CONC,0,0,H1
253880,7115,0CA8,2250,50,DIRT,0,0,12
241917,7116,0CA9,3300,60,ASPH,0,0,16
265163,7117,0CD0,50,50,CONC,1,0,H1
265164,7118,0CD1,45,45,MATS,1,0,H1
256348,7119,0CD2,2500,50,TURF-P,0,0,8
256349,7119,0CD2,5000,100,TURF-F,0,0,17
265165,7121,0CD4,25,25,MATS,1,0,H1
257141,7122,0CD5,4500,70,GRVL,0,0,4
265166,7123,0CD6,40,40,CONC,1,0,H1
254880,7124,0CD7,956,300,TURF-G,0,0,6
265167,7125,0CD8,50,50,CONC-G,1,0,H1
265168,7126,0CD9,50,50,CONC,0,0,H1
254718,7127,0CL0,3720,75,DIRT,0,0,17
249754,7128,0CL1,3360,100,DIRT,0,0,7
249755,7128,0CL1,2040,100,DIRT,0,0,16
265169,7129,0CL2,113,55,CONC,0,0,H1
249475,7130,0CL3,1800,50,DIRT,0,0,5
249476,7130,0CL3,2400,50,DIRT,0,0,9
265170,7131,0CL4,50,50,CONC,0,0,H1
265171,7132,0CL5,58,58,CONC,0,0,H1
252760,7133,0CL6,1900,70,DIRT,0,0,9
265172,7134,0CL7,65,65,CONC,0,0,H1
254152,7135,0CL8,3500,80,TURF,0,0,6
269489,7135,0CL8,80,80,SAND,0,0,H1
265173,7136,0CL9,20,20,CONC,0,0,H1
265174,7137,0CO0,100,100,TURF,0,0,H1
246891,7138,0CO1,2500,60,TURF,0,0,N
239799,7139,0CO2,4000,40,ASPH,1,0,11
252776,7140,0CO3,4200,30,DIRT,0,0,18
265175,7141,0CO4,120,108,CONC,0,0,H1
257724,7143,0CO6,4500,150,TURF,0,0,2
257725,7143,0CO6,4000,150,TURF,0,0,10
265176,7144,0CO7,152,64,ASPH,0,0,H1
256193,7145,0CO8,2000,30,DIRT,0,0,17
248696,7146,0CO9,2600,50,GRVL-DIRT,0,0,E
265177,7147,0CT0,36,36,CONC,0,0,H1
265178,7148,0CT1,50,50,ASPH,0,0,H1
265179,7149,0CT2,40,40,ASPH,0,0,H1
265180,7150,0CT3,60,60,CONC,0,0,H1
265181,7152,0CT5,50,50,CONC,0,0,H1
265182,7153,0CT6,65,65,ASPH,0,0,H1
265183,7154,0CT7,66,48,CONC,0,0,H1
265184,7155,0CT8,60,60,ASPH,0,0,H1
265185,7156,0CT9,60,75,CONC,0,0,H1
353510,7157,0D6,2150,300,Turf,0,0,14
353509,7157,0D6,2345,300,Turf,0,0,18
246371,7158,0D7,1955,110,TURF-G,0,0,9
248012,7159,0.00E+00,3270,80,TURF-F,0,0,9
248013,7159,0.00E+00,3000,100,WATER,0,0,11W
265186,7160,0FA0,200,150,TURF,0,0,H1
254114,7161,0FA1,1800,75,TURF,0,0,9
269490,45349,0FA2,50,50,CONC,1,0,H2
345996,345994,0FA3,20,20,CON,0,0,H1
347506,347505,0FA6,45,45,Roof/Top,0,0,H1
253990,7162,0FD0,4000,75,TURF,0,0,9
265187,7163,0FD1,50,40,ASPH,0,0,H1
265188,7164,0FD2,48,48,CONC,0,0,H1
255876,7165,0FD3,2100,50,TURF,0,0,8
255877,7165,0FD3,4000,40,TURF,0,0,13
248548,7167,0FD5,2100,100,TURF,0,0,9
253769,7168,0FD6,3000,100,WATER,0,0,02W
254659,7169,0FD9,1975,60,TURF,0,0,4
251374,7170,0FL0,2300,100,TURF,0,0,14
252392,7171,0FL1,2575,50,TURF,0,0,9
255519,7172,0FL2,2000,100,WATER,0,0,5
265189,7173,0FL3,60,60,CONC,1,0,H1
265190,7174,0FL4,100,100,CONC,0,0,H1
257071,7175,0FL5,2000,100,WATER,0,0,ALL
258006,7176,0FL6,500,60,TURF,0,0,18
265191,7177,0FL7,35,35,CONC,0,0,H1
254656,7178,0FL8,2000,100,WATER,0,0,9
246966,7179,0FL9,3400,116,TURF,0,0,9
246967,7179,0FL9,2750,100,TURF,0,0,17
248718,7180,0G0,2830,50,ASPH-F,1,0,10
258129,7181,0G5,3000,2000,WATER,0,0,3
258130,7181,0G5,15000,1500,WATER,0,0,9
255596,7182,0GA0,2150,50,TURF,0,0,1
248220,7183,0GA1,2000,75,TURF,0,0,13
251274,7184,0GA2,2600,60,TURF,1,0,8
251617,7185,0GA3,2000,100,TURF,0,0,18
265192,7187,0GA5,100,100,TURF,0,0,H1
250169,7188,0GA6,2100,150,TURF,0,0,15
256818,7190,0GA8,3000,100,TURF,0,0,3
254935,7191,0GA9,4400,100,TURF,0,0,7
254611,7192,0GE0,2000,30,TURF,0,0,2
247569,7193,0GE1,3000,40,GRVL-TRTD-P,0,0,4
247813,7194,0GE3,2000,50,TURF,0,0,6
247918,7195,0GE4,1045,80,TURF,0,0,9
247919,7195,0GE4,1000,80,TURF,0,0,18
248529,7196,0GE5,2500,200,TURF,0,0,N
254653,7197,0GE7,3000,90,TURF,0,0,1
246622,7198,0GE9,2000,100,TURF,0,0,3
254280,7199,0H7,2680,115,TURF-G,0,0,10
254904,7200,0I2,2941,40,ASPH-G,1,0,9
265193,7201,0IA0,65,65,CONC,0,0,H1
265194,7202,0IA1,42,42,CONC-G,0,0,H1
265195,7203,0IA2,60,50,CONC,0,0,H1
254023,7205,0IA4,3000,100,TURF,1,0,9
253536,7206,0IA5,2000,60,TURF,0,0,17
247907,7207,0IA6,2600,80,TURF,0,0,18
265196,7208,0IA7,145,145,CONC,0,0,H1
265197,7208,0IA7,45,40,CONC,0,0,H2
250218,7209,0IA8,1280,70,TURF,0,0,18
265198,7210,0IA9,50,50,TURF,0,0,H1
246424,7211,0ID0,3000,80,TURF,0,0,7
246983,7212,0ID1,1900,75,TURF-G,0,0,10
239982,7213,0ID2,6507,75,ASPH,0,0,11
256790,7214,0ID3,2640,50,DIRT,0,0,7
252767,7215,0ID4,3150,80,TURF,0,0,4
258184,7216,0ID5,1460,40,TURF-DIRT-F,0,0,5
265199,7217,0ID6,40,40,CONC,1,0,H1
264065,45394,0ID7,2600,50,DIRT,0,0,2
264122,45387,0ID8,800,50,TURF,0,0,9
329281,329280,0ID9,2308,60,Turf/Dirt,0,0,6
254034,7218,0II0,1500,50,TURF,0,0,E
250691,7219,0II1,1300,60,TURF,0,0,9
256032,7220,0II2,1300,75,TURF,0,0,9
255594,7221,0II3,2400,50,TURF,0,0,9
248039,7223,0II6,3000,100,TURF,0,0,6
256172,7224,0II7,2500,100,TURF,0,0,N
252391,7225,0II8,1400,100,TURF-G,0,0,1
251973,7226,0II9,1600,75,TURF,0,0,18
265200,7227,0IL0,30,30,CONC-G,0,0,H1
265201,7228,0IL1,90,90,CONC,0,0,H1
269491,45950,0IL2,1600,100,TURF-G,0,0,18
248137,7229,0IL3,1800,200,TURF,0,0,18
265202,7230,0IL4,40,40,CONC-G,0,0,H1
265203,7231,0IL6,40,40,CONC,1,0,H1
265204,7231,0IL6,40,40,CONC,1,0,H2
352230,352229,0IL7,2024,100,Turf,0,0,18
247133,7232,0IL8,1600,100,TURF,0,0,N
250309,7233,0IL9,2800,100,TURF,0,0,E
257145,7234,0IN1,2000,75,TURF,0,0,15
248425,7235,0IN2,1300,60,TURF,0,0,9
248426,7235,0IN2,2900,60,TURF,1,0,18
247570,7236,0IN3,2200,50,TURF,0,0,E
257210,7237,0IN4,2440,30,ASPH,0,0,NW
252634,7238,0IN5,1200,150,TURF,0,0,9
265205,7239,0IN7,50,50,ASPH,0,0,H1
265206,7240,0IN8,50,50,TURF,0,0,H1
254296,7241,0IN9,2400,100,TURF,0,0,E
265207,7242,0IS0,40,40,ASPH,0,0,H1
265208,7243,0IS2,60,60,CONC,1,0,H1
258097,7244,0IS3,2500,60,TURF-GRVL,0,0,18
257908,7245,0IS4,2415,60,TURF,0,0,18
265209,7246,0IS6,100,100,CONC,0,0,H1
265210,7248,0IS9,500,500,TURF,0,0,H1
252204,7249,0J0,2915,80,ASPH-G,1,0,17
255915,7250,0J8,3200,170,TURF-F,1,0,18
345694,345693,0JY9,50,40,CON,0,0,H1
251614,7251,0K6,1575,150,TURF-G,0,0,17
253340,7252,0KS0,2600,100,TURF,0,0,17
329967,7253,0KS2,2400,150,Turf,0,0,17
269492,7255,0KS4,2000,65,TURF,0,0,18
246829,7256,0KS6,2295,100,TURF,0,0,E
254714,7257,0KS7,2000,75,TURF,0,0,18
255892,7258,0KS8,1700,60,TURF,0,0,17
251105,7259,0KS9,3000,150,TURF,0,0,5
248030,7260,0KY0,2300,70,TURF,0,0,13
241681,7261,0KY1,3200,75,ASPH,0,0,10
265211,7262,0KY2,35,35,CONC,0,0,H1
265212,7263,0KY3,30,30,CONC,0,0,H1
255400,7264,0KY4,1675,75,TURF,0,0,18
253252,7265,0KY5,2800,100,TURF,0,0,7
265213,7266,0KY6,80,20,ASPH,0,0,H1
249729,7267,0KY7,2200,60,TURF,0,0,N
256868,7268,0KY8,2300,60,TURF,0,0,12
251653,7270,0L4,6100,80,DIRT-G,0,0,18
265214,7272,0L6,50,50,CONC-G,1,0,H1
265215,7273,0LA0,25,25,CONC,0,0,H1
252055,7274,0LA1,3000,100,TURF,0,0,17
254510,7276,0LA3,2700,180,TURF,0,0,9
265216,7277,0LA4,40,40,CONC,1,0,H1
265217,7278,0LA5,400,400,CONC,0,0,H1
265218,7280,0LA7,750,25,ASPH,1,0,H1
265219,7281,0LA8,50,50,CONC,0,0,H1
257524,7282,0LA9,2200,100,TURF,0,0,17
253343,7283,0LL0,2030,70,TURF,1,0,9
246752,7284,0LL1,2500,120,TURF,0,0,18
247523,7285,0LL2,2600,75,TURF,0,0,E
254078,7286,0LL3,2000,100,TURF,0,0,6
254329,7287,0LL4,2143,100,TURF,0,0,9
249422,7288,0LL5,2230,70,TURF,0,0,E
249733,7289,0LL6,2600,70,TURF,0,0,E
265220,7290,0LL7,40,40,ASPH,0,0,H1
265221,7291,0LL9,100,100,CONC,1,0,H1
257995,7292,0LS0,3000,144,TURF,0,0,2
265222,7295,0LS3,100,100,TURF,0,0,H1
254153,7296,0LS4,1700,60,TURF-G,0,0,4
257974,7297,0LS5,650,250,TURF,0,0,18
252663,7299,0LS7,3000,100,TURF-G,0,0,4
248517,7300,0LS8,2500,140,TURF,0,0,18
252092,7301,0LS9,1530,75,TURF-GRVL-P,0,0,18
265223,7302,0MA1,60,60,ASPH,0,0,H1
265224,7303,0MA2,60,60,ASPH,0,0,H1
265225,7304,0MA3,1600,1600,ASPH,0,0,H1
265226,7305,0MA4,40,40,CONC,0,0,H1
265227,7306,0MA5,100,100,SOD,0,0,H1
265228,7307,0MA6,50,50,ASPH,0,0,H1
265229,7309,0MA9,25,25,TURF,0,0,H1
265230,7310,0MD0,79,64,CONC,0,0,H1
255038,7311,0MD1,3000,50,TURF,0,0,8
252194,7312,0MD2,2200,30,TURF,1,0,12
269493,7312,0MD2,75,75,TURF,0,0,H1
265231,7313,0MD3,90,90,CONC,1,0,H1
251394,7314,0MD4,2600,100,TURF,1,0,18
265232,7315,0MD5,90,90,ASPH,0,0,H1
255858,7316,0MD6,1800,60,TURF,0,0,5
265233,7317,0MD7,100,100,TURF,0,0,H1
265234,7319,0MD9,55,55,CONC,1,0,H1
264182,45455,0ME4,2000,110,TURF,0,0,16
345499,345496,0ME7,4000,400,Water,0,0,17W
255345,7321,0MI1,3500,50,TURF,0,0,E
251725,7323,0MI3,1800,100,TURF,0,0,4
251726,7323,0MI3,2400,100,TURF,0,0,13
251727,7323,0MI3,3700,150,TURF,0,0,18
246858,7324,0MI4,3000,100,TURF,0,0,N
246436,7325,0MI6,2200,300,TURF,1,0,18
265235,7326,0MI7,35,35,CONC,1,0,H1
347760,7327,0MI8,1600,100,Torf,0,0,17
347758,7327,0MI8,2800,100,Turf,0,0,4
265236,7328,0MI9,50,50,CONC,1,0,H1
252958,7329,0MN0,5500,700,WATER,0,0,9
257060,7331,0MN2,11000,3000,WATER,0,0,1
249433,7332,0MN3,5000,100,WATER,0,0,6
249434,7332,0MN3,5000,100,WATER,0,0,15
255483,7333,0MN4,5000,300,WATER,0,0,12W
249752,7334,0MN5,2800,60,TURF,0,0,N
247554,7335,0MN6,2500,150,TURF,1,0,E
265237,7336,0MN7,120,100,ASPH,0,0,H1
249756,7337,0MN8,1650,50,TURF,0,0,E
265238,7338,0MN9,50,50,CONC,1,0,H1
247518,7339,0MO0,1685,120,TURF,0,0,12
249741,7340,0MO1,2100,50,TURF,0,0,8
255377,7341,0MO2,1200,40,TURF,0,0,1
269494,7343,0MO4,18,18,CONC,0,0,H1
247969,7344,0MO5,1800,60,TURF,0,0,N
269495,7346,0MO7,65,65,CONC,1,0,H1
252453,7347,0MO8,2600,130,TURF,0,0,17
269496,7348,0MO9,50,50,CONC,0,0,H1
240020,7349,0MS0,3200,100,ASPH,0,0,4
256029,7351,0MS2,2300,75,TURF,0,0,18
265239,7352,0MS3,30,30,CONC,0,0,H1
247202,7354,0MS5,2700,60,TURF-G,0,0,18
265240,7355,0MS6,240,150,TURF-G,0,0,H1
249870,7356,0MS7,2100,60,TURF-G,0,0,E
257696,7357,0MS8,4000,75,TURF,0,0,18
255413,7358,0MS9,3200,50,TURF,1,0,12
256524,7359,0MT1,1500,30,DIRT,0,0,3
269497,7360,0MT2,30,30,CONC,0,0,H1
269498,7361,0MT3,40,40,TURF,0,0,H1
248174,7362,0MT4,1000,60,TURF,0,0,NE
254793,7363,0MT5,750,40,TURF,0,0,17
257265,7364,0MT6,2400,50,TURF,0,0,8
255912,7365,0MT7,3800,50,TURF,0,0,14
269499,7366,0MT8,100,60,ASPH-TURF,0,0,H1
247550,7367,0MT9,1700,52,TURF,0,0,12
247156,7369,0MU1,2000,75,TURF,0,0,9
269500,7370,0MU2,20,20,CONC,0,0,H1
269501,7371,0MU3,60,60,CONC,0,0,H1
246575,7372,0MU4,1700,60,TURF,0,0,11
269502,7373,0MU5,30,30,CONC,0,0,H1
269503,7374,0MU6,60,60,CONC,0,0,H1
257987,7375,0MU7,2600,60,TURF,0,0,18
247374,7376,0MU8,800,60,TURF,0,0,16
265241,7377,0MY0,200,60,GRVL,0,0,H1
269504,7378,0MY1,30,30,CONC,0,0,H1
256983,7379,0N0,2780,20,ASPH-G,1,0,18
253508,7380,0N4,2533,28,ASPH-P,1,0,4
265242,7381,0N5,60,60,ASPH-G,1,0,H1
251454,7382,0N6,2048,40,TURF-G,0,0,15
246481,7383,0NA1,2600,50,TURF,0,0,8
250675,7384,0NA5,2200,60,TURF,0,0,17
249778,7385,0NA9,2200,50,TURF,0,0,13
269505,7386,0NC0,50,50,CONC,0,0,H1
269506,7388,0NC2,78,65,CONC,0,0,H1
269507,7389,0NC3,70,70,TURF,0,0,H1
269508,7390,0NC4,70,70,CONC,0,0,H1
269509,7391,0NC5,40,40,CONC,1,0,H1
269510,7392,0NC6,200,150,TURF,0,0,H1
250453,7393,0NC7,1700,75,TURF,0,0,3
250517,7394,0NC8,2300,100,TURF,0,0,3
269511,7395,0NC9,60,60,CONC,0,0,H1
254049,7396,0ND0,2600,50,TURF,0,0,17
247506,7397,0ND6,1600,25,TURF,0,0,8
250240,7398,0ND7,2600,60,TURF,0,0,N
255794,7399,0NE0,2300,100,TURF,0,0,NE
255795,7399,0NE0,1800,100,TURF,0,0,NW
246767,7400,0NE1,2500,50,TURF,0,0,E
256703,7401,0NE2,2000,50,TURF,0,0,N
269512,7402,0NE3,40,40,CONC,0,0,H1
269513,7403,0NE4,30,30,CONC,0,0,H1
243232,7405,0NE6,3500,100,ASPH,0,0,17
269514,7406,0NJ0,51,44,MATS,1,0,H1
269515,7407,0NJ1,200,200,ASPH-G,0,0,H1
269516,7408,0NJ2,200,100,TURF,0,0,H1
269517,7409,0NJ3,305,140,ASPH-TURF,0,0,H1
269518,7410,0NJ4,40,35,CONC,0,0,H1
257187,7412,0NJ6,2950,100,TURF,0,0,E
269519,7413,0NJ7,75,75,GRAVEL,0,0,H1
269520,7414,0NJ8,75,75,ASPH,0,0,H1
269521,7415,0NJ9,85,85,ASPH,0,0,H1
251492,7416,0NK0,1400,40,TURF,0,0,11
250613,7417,0NK1,2100,100,TURF,0,0,18
251278,7418,0NK2,3000,100,TURF,0,0,10
246990,7419,0NK3,2700,75,TURF,0,0,16
269522,7420,0NK4,40,40,CONC,0,0,H1
269523,7421,0NK5,50,50,ASPH,0,0,H1
269524,7423,0NK7,50,50,CONC-G,1,0,H1
247910,7424,0NK8,2500,50,TURF,0,0,4
251903,7425,0NK9,1700,60,TURF,0,0,9
249904,7426,0NM0,4210,250,GRAVEL,0,0,8
257659,7427,0NM7,4000,60,TURF-GRVL-F,0,0,3
257660,7427,0NM7,7500,60,TURF-GRVL-F,0,0,17
269525,7428,0NV1,40,40,CONC,1,0,H1
255612,7429,0NY0,3000,150,TURF,0,0,NW
257013,7430,0NY1,1360,125,TURF,0,0,3
257074,7431,0NY3,1600,100,GRAVEL,0,0,13
347053,347051,0NY4,35,35,Asph/Conc,0,0,H1
269526,7432,0NY5,100,75,ASPH,0,0,H1
269527,7433,0NY6,25,25,CONC,1,0,H1
249398,7434,0NY7,2000,75,GRAVEL,0,0,4
248908,7435,0NY8,1700,100,TURF,0,0,9
249173,7436,0O0,15840,4000,WATER,0,0,ALL
257003,7437,0O4,2702,50,ASPH-F,1,0,16
246376,7438,0O9,2990,50,ASPH-G,0,0,6
269528,7439,0OH1,40,40,TURF,0,0,H1
256269,7440,0OH2,2370,80,TURF,0,0,18
269529,7441,0OH3,70,70,CONC,0,0,H1
248885,7442,0OH6,800,50,TURF,0,0,4
248240,7443,0OH7,1300,70,GRAVEL,1,0,9
248241,7443,0OH7,2200,70,TURF,0,0,18
243925,7444,0OH8,3000,50,ASPH,0,0,3
246401,7445,0OH9,1100,75,TURF,0,0,6
269530,7446,0OI0,12,12,CONC,0,0,H1
269531,7447,0OI1,30,30,CONC,0,0,H1
251504,7448,0OI2,2200,80,TURF,0,0,14
250620,7449,0OI3,1900,70,TURF,0,0,9
346458,7450,0OI4,2000,50,Turf,0,0,17
257968,7451,0OI6,2600,50,TURF,0,0,18
248569,7452,0OI9,1100,100,TURF,0,0,10
253390,7453,0OK0,2400,50,TURF,0,0,18
255468,7454,0OK1,3200,135,TURF,0,0,N
269532,7455,0OK2,100,100,ASPH,0,0,H1
241923,7456,0OK3,5000,30,ASPH,0,0,16
254281,7457,0OK4,2350,40,GRVL,0,0,4
255604,7458,0OK5,2000,100,TURF,0,0,N
252741,7459,0OK6,2400,90,TURF,0,0,18
269533,7460,0OK7,50,50,CONC,0,0,H1
256273,7461,0OK8,2500,100,TURF-G,0,0,17
257389,7462,0OK9,3000,100,TURF,0,0,1
257390,7462,0OK9,2600,100,TURF,0,0,9
269534,7463,0OR0,40,40,ASPH,0,0,H1
269535,7465,0OR2,50,50,TURF,0,0,H1
258166,7466,0OR3,1950,100,GRAVEL,0,0,10
269536,7467,0OR4,60,60,ASPH,0,0,H1
254743,7468,0OR5,1700,100,TURF,0,0,9
250199,7469,0OR6,2900,40,DIRT,0,0,16
250378,7470,0OR7,1900,50,TURF,0,0,16
249415,7471,0OR8,2500,75,TURF-F,0,0,7
256344,7472,0OR9,1900,25,ASPH,1,0,16
255696,7474,0P1,2590,128,TURF-P,0,0,16
257592,7475,0P2,1000,100,TURF-E,0,0,06U
257593,7475,0P2,1000,100,TURF-E,0,0,15
254235,7476,0PA0,2450,300,TURF,0,0,1
254236,7476,0PA0,2450,300,TURF,0,0,7
254237,7476,0PA0,1800,200,TURF,0,0,13
269537,7477,0PA1,80,80,ASPH,0,0,H1
252763,7478,0PA2,500,100,TURF,0,0,11
253866,7479,0PA3,1277,100,TURF,0,0,17
248086,7480,0PA4,1515,100,TURF,0,0,18
256519,7481,0PA5,2550,125,TURF-F,0,0,10
258029,7482,0PA6,1800,100,TURF,0,0,NE
252152,7483,0PA7,1200,100,TURF-G,0,0,4
269538,7484,0PA8,90,90,CONC,0,0,H1
269539,7485,0PA9,200,200,ASPH,0,0,H1
255001,7486,0PN0,2000,200,TURF,0,0,4
255580,7487,0PN1,7500,800,WATER,0,0,6
269540,7489,0PN3,80,80,CONC,1,0,H1
258161,7490,0PN4,500,100,TURF-G,0,0,7
255202,7491,0PN5,2400,100,TURF,0,0,E
250935,7492,0PN6,1730,100,TURF,0,0,NE
248870,7493,0PN7,2800,100,TURF-G,0,0,13
256134,7494,0PN8,2000,100,TURF,0,0,NE
250372,7495,0PN9,1800,75,TURF,0,0,NW
253278,7496,0PS0,2200,100,TURF,0,0,1
269541,7497,0PS1,90,90,CONC,0,0,H1
269542,7498,0PS2,70,70,CONC,1,0,H1
256071,7499,0PS3,1272,100,TURF,0,0,6
250714,7500,0PS4,2400,100,TURF,0,0,6
269543,7501,0PS5,30,30,CONC,0,0,H1
